"SMILES", "Ki"
"Cc1c(sc2ccc(F)cc12)S(=O)(=O)NCCCCN1CCN(CC1)c1noc2ccccc12","2.6"
"Fc1ccc2c(noc2c1)C1CCN(CCCCNS(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1","5.1"
"Fc1ccc2c(noc2c1)C1CCN(CCCNS(=O)(=O)c2ccc(F)c(Cl)c2)CC1","0.9"
"Cl.O=C(CCCCN1CCN(Cc2ccccc2)CC1)n1c2ccccc2c2ccccc12","281.84"
"Cn1cc(cn1)S(=O)(=O)NC1CCN(CCOc2ccccc2C(C)(C)C)CC1","84.0"
"CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc3ccccc23)CC1","10.0"
"C=CCN(CCc1c[nH]c2ccccc12)CC=C","10000.0"
"C[C@H](Nc1cc(NCCc2ccccc2)ccn1)c1ccccc1","3.0"
"NCCc1c[nH]c2ccccc12","158.49"
"O=C1Nc2cccc3CCCC1(CCCCN1CCN(CC1)c1ccccn1)c23","1.995"
"CN(Cc1ccccc1)\\C=N\\c1ccc2CCC(OC(C)=O)c2c1","100.0"
"Fc1ccc(cc1)C(=O)C1CCN(Cc2ccccc2I)CC1",
"NCCc1cccc2n(ccc12)S(=O)(=O)c1ccccc1","29.0"
"OC(=O)C(F)(F)F.CN(C)CCN(Cc1ccc(cc1)-c1ccc(CNCCc2ccccc2)cc1)C(=O)\\C=C\\c1ccccc1","1000.0"
"CN(C)CC1=CC2=CN(C3=CC=CC(O1)C23)S(=O)(=O)c1ccccc1","3692.0"
"CC(=O)Nc1nc(C)c([nH]1)-c1cn(c2ccccc12)S(=O)(=O)c1ccccc1","10000.0"
"O=S1(=O)N(CCCCN2CCN(CC2)c2ccccc2)c2cccc3cccc1c23","1000.0"
"COc1ccc2n(cc(-c3c(C)nc(N)n3CC(F)F)c2c1)S(=O)(=O)c1ccccc1",
"Clc1cccc(NC(=O)NC2CCN(CCOc3ccccc3-c3ccccc3)CC2)c1","198.0"
"Clc1cccc(c1)C(=O)NC1CCN(CCOc2ccccc2-c2ccccc2)CC1","197.0"
"Fc1cccc(c1)S(=O)(=O)NC1CC2CCC(C1)N2CCOc1cccc(c1)-c1ccccc1","12.0"
"Clc1cccc(c1)S(=O)(=O)NC1CC2CCC(C1)N2CCOc1cccc(c1)-c1ccccc1","14.0"
"CCCCN1CCC(COC(=O)c2cc(F)c(N)c3OCCOc23)CC1","10000.0"
"CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12",
"Clc1ccc2n(C3CCN(CCCCc4nc5ccccc5s4)CC3)c(=O)[nH]c2c1","288.4"
"O=C1Nc2cccc3CCCC1(CCCCN1CCc4[nH]cnc4C1)c23","562.34"
"COc1ccc2[nH]c3c(CCN=C3C)c2c1","2960.0"
"Clc1ccccc1S(=O)(=O)n1cc(C2=CCNCC2)c2ccccc12",
"OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1","316.23"
"COc1ccc(CN2C3C4C5C6C4C2(O)C2C6CC5C32)cc1OC","3647.0"
"C[C@@H]1NC(N)=Nc2cccc(Cl)c12","6.0"
"CCC1(CCCCN2CCN(CC2)c2ccc(F)c(Cl)c2)C(=O)Nc2ccccc12","0.6"
"CCC1(CCCCN2CCN(CC2)c2ccc(Cl)cc2)C(=O)Nc2c1cc(Cl)cc2Cl","10.13"
"CSc1ccccc1CC1NCCc2c1[nH]c1ccccc21","35.0"
"CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O","84.0"
"COc1ccc2[nH]c3c(CCN=C3c3cc(cn3C)[N+]([O-])=O)c2c1","7800.0"
"Fc1ccc(cc1)N1CCN(CCCCC2C(=O)Nc3ccc(F)cc23)CC1","3.4"
"CCC1(CCCCN2CCN(CC2)c2ccccc2OC)C(=O)Nc2ccccc12","5.38"
"CN1C(=O)C2(CCCCN3CCc4sccc4C3)CCCc3cccc1c23","9.772"
"COc1cccc2[C@H](CN(C)CCc3ccc4ccoc4c3)CCCc12",
"Cl.COc1ccc(cc1)C1(C)NC(=O)N(CC(O)CN2CCN(CC2)c2ccccc2OC)C1=O","6.0"
"COc1cc2CCN(Cc2cc1OC)\\C=N\\c1ccc2CCN(C(=O)OC(C)(C)C)c2c1","2200.0"
"CN(C)CCc1cccc(c1)-c1ccsc1",
"COC(=O)c1cccc(C)c1-n1ccc(CN2CCN(CC2)c2ccccc2OC)c1","18.0"
"C(C1NCCc2c1[nH]c1ccccc21)c1ccc2OCOc2c1","9.0"
"O=S(=O)(c1ccccc1)C1(CCCN2CCCCC2)CCC1","2700.0"
"CCC1(CCCCN2CCN(CC2)c2ccc(F)cc2)C(=O)Nc2ccccc12","0.43"
"CCC1(CCCCN2CCN(CC2)c2ccccc2Cl)C(=O)Nc2ccccc12","5.11"
"CCC1(CCCCN2CCN(CC2)c2ccc(OC)cc2)C(=O)Nc2ccccc12","25.4"
"CC1(C(=O)Nc2cc(Cl)cc(Cl)c2C1=O)c1ccccc1","10000.0"
"O=C1Nc2cccc3CCCC1(CCCCN1CCN(CC1)c1ccccn1)c23","1.862"
"O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc23)CC1","1000.0"
"CCC1(CCCCN2CCC(C)CC2)C(=O)Nc2ccccc12",
"CCC1(CCCCN2CCc3ccccc3C2)C(=O)Nc2ccccc12","7.65"
"Clc1ccc(cc1)N1CCN(CCCCC2C(=O)Nc3ccccc23)CC1","0.38"
"CC1(C(=O)Nc2cc(Cl)cc(Cl)c2C1=O)c1cccc(OCc2ccccc2)c1","600.0"
"Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1","1334.0"
"CCC1(CCCCN2CCN(CC2)c2ccc(Cl)cc2)C(=O)Nc2cc(F)c(Cl)cc12","6.99"
"O=c1[nH]c2ccccc2n1CCN1CCN(CC1)c1ccccc1","1029.0"
"O=c1[nH]c2ccccc2n1CCCN1CCN(CC1)c1ccccc1","243.0"
"O=c1[nH]c2ccccc2n1CCCCN1CCN(CC1)c1ccccc1","48.0"
"O=C1Nc2cccc3CCCC1(CCCCN1CCC(=CC1)c1ccccc1)c23","2.0"
"Fc1ccc2[nH]cc(CCN3CCN(CC3)c3ccccc3-c3ccccc3F)c2c1","2.3"
"Clc1ccc2[nH]cc(C3=CCN(CCNS(=O)(=O)c4cccc5ccccc45)CC3)c2c1","29.0"
"COc1cc2CC3N(C)CCc4cc(OC)c(O)c(-c2cc1O)c34","80.0"
"Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5OCC(=O)Nc5c4)CC3)cc(Cl)cc2n1","79.43"
"Cl.CCC1(O)c2ccccc2-c2ccc(cc12)C(=O)N=C(N)N","1.2"
"CN(C1CCN(CCOc2ccccc2C(C)(C)C)CC1)S(=O)(=O)c1cccc(F)c1","68.0"
"CC(C)c1ccccc1OCCN1CCC(CC1)N(CC1CC1)S(=O)(=O)c1cccc(F)c1","56.0"
"CC(C)n1nc(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3CCN2CCN(CC2)C(C)=O)c2ccccc12","100.0"
"Cl.NC(N)=NC(=O)c1ccc2-c3ccccc3C3(CCCO3)c2c1","1.7"
"CCC1(CCCCN2CCN(CC2)c2ccc(Cl)cc2)C(=O)Nc2ccc(F)cc12","2.81"
"Clc1ccc(s1)S(=O)(=O)NC1CCN(CCOc2ccccc2-c2ccccc2)CC1","12.0"
"CC(C)c1ccccc1OCCN1CCC(CNS(=O)(=O)c2ccc(F)cc2)CC1","60.0"
"CCOc1ccccc1C(=O)NC1CCN(CCOc2cccc(NC(C)=O)c2)C1","3372.0"
"CCOc1ccccc1C(=O)NC1CCN(CCOc2ccccc2-c2ccccc2)C1","85.0"
"OC[C@@H]1CSC(=N1)c1ccccc1O","10000.0"
"C[C@@H]1SC(=N[C@H]1CO)c1cccs1","10000.0"
"CC(C)c1ccccc1N1CCN(CCCCC(=O)N2Cc3ccccc3C[C@H]2C(N)=O)CC1","30.0"
"O=C1Cc2ccccc2N1CCCCN1CCc2ccccc2C1","7.0"
"NC(=O)[C@@H]1CCCN1C(=O)CCCCCN1CCN(CC1)c1noc2ccccc12","50.0"
"CC(Nc1nc(N)nc(NCCc2cccnc2)n1)c1ccc(F)cc1","41000.0"
"C[C@H](Nc1ccnc(NCCOc2ccc(F)cc2)c1)c1ccccc1","0.2"
"COc1cccc2C(C)NC(N)=Nc12","8.2"
"CC(C)c1ccccc1OCCN1CCC(CC1)N(CC1CC1)S(=O)(=O)c1cnn(C)c1","56.0"
"CC(C)(C)c1ccccc1OCCN1CCC(CC1)N(CC1CC1)S(=O)(=O)c1ccc(F)cc1","53.0"
"O=S(=O)(N1C=Cc2ccccc2C1c1c[nH]c2ccccc12)c1ccccc1","1473.0"
"Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5OCC(=O)Nc5c4)CC3)cc(F)cc2n1","79.43"
"CCOc1ccccc1C(=O)NC1CCN(CCOc2cccc(c2)-c2ccccc2)C1","1104.0"
"CCC1(CCCCN2CCN(CC2)c2cccc(Cl)c2)C(=O)Nc2cc(F)c(Cl)cc12","9.07"
"CC1(NC(=O)N(CC(O)CN2CCN(CC2)C(=O)c2ccccc2)C1=O)c1ccc(F)cc1","3609.0"
"Cc1ccccc1OCCN1CCC(CC1)NS(=O)(=O)c1ccc(F)cc1","163.0"
"[3H]C([3H])([3H])Oc1ccccc1CNCCc1cc(OC)c(I)cc1OC([3H])([3H])[3H]","500.0"
"CN(C)CCSc1ccccc1-c1c(C)cccc1C","1429.0"
"CN(C)CCc1nncc(n1)-c1ccccc1","10000.0"
"COc1ccccc1N1CCN(CCCn2c3ccccc3[nH]c2=O)CC1","40.0"
"COc1ccccc1N1CCN(CCCCCn2c3ccccc3[nH]c2=O)CC1","38.0"
"O=c1n(CCN2CCN(CC2)c2ccccc2)c2ccccc2n1-c1ccccc1","1230.0"
"O=C1Cc2ccccc2N1CCCCCN1CCN(CC1)c1ccccc1","63.0"
"Clc1cccc(c1)N1CCN(CCCCCn2c3ccccc3[nH]c2=O)CC1","11.0"
"CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12","9.0"
"Clc1ccc(cc1)C(=O)C1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc3cc[nH]c3c2)CC1","0.7943"
"CN(C)CCSc1cccc(n1)C1CCCCC1","0.7"
"O=C1Nc2cccc3CCCC1(CCCN1CCN(CC1)c1ccccc1)c23","5.012"
"O=c1[nH]c2ccccc2n1CCCCCN1CCN(CC1)c1ccccc1","6.0"
"CN1CCN(CC1)c1ccnc2ccc(NS(=O)(=O)c3sc4ccc(Cl)cc4c3C)cc12","1995.26"
"O=C1NCN(c2ccccc2)C11CCN(CCCCc2nc3ccccc3o2)CC1","1511.0"
"Fc1ccc(cc1)C(N1CCN(CCCCC(=O)c2nc3ccccc3s2)CC1)c1ccc(F)cc1","562.0"
"Fc1ccc2CC(CC3CN=CN3)Cc2c1","1000.0"
"FC(F)(F)c1cccc(c1)N1CCN(CCCCN2C(=O)CCCC2=O)CC1","21.0"
"C[C@H](CCN1CCC[C@H](C)C1)N(C)S(=O)(=O)c1cccc2ccccc12","630.96"
"COc1cc2CCN(Cc2cc1OC)\\C=N\\c1ccc2CCCCC(O)c2c1","800.0"
"Clc1ccc2n(C3CCN(CCCCc4nc5ccccc5o4)CC3)c(=O)[nH]c2c1","316.23"
"CN(C)CCOc1cccc(Br)n1","2240.0"
"Brc1ccc2ccn(CCN3CCCN(CC3)C3CC3)c2c1","16.0"
"CCC1(CCCCN2CCN(CC2)c2cccc(Cl)c2)C(=O)Nc2ccccc12","0.4"
"Cl.CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1","1.259"
"CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc3[nH]cnc3c2)CC1","6.457"
"CN(C)CCSc1cccc(Br)n1","37.0"
"COc1cccc(OC)c1-c1cccc2C[C@H](COc12)N(C)C","2.55"
"COc1ccc(cc1)-c1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(F)nc2)CC1","3.82"
"Cl.Clc1ccc(cc1)N1CCN(CC2CCN(CC2)S(=O)(=O)c2ccc3cccnc3c2)CC1","207.0"
"Clc1ccc(cc1)N1CCN(CCCCCn2c3ccccc3[nH]c2=O)CC1","7.0"
"CC(C)c1ccccc1OCCN1CCC(CC1)N(CC1CC1)S(=O)(=O)c1ccc(F)cc1","28.0"
"[O-][N+](=O)c1ccc(cc1)N1CC[C@@H](C1)NCCC(=O)c1csc2ccccc12","100000.0"
"Cl.COc1cccc(c1)N1CCN(CCCCCN2C(=O)N(Cc3ccccc3)C(=O)C2(C)C)CC1","122.0"
"OC12C3C4C5C3C(C3C5CC4C13)N2CCc1cccc(F)c1",
"CN(CCCCN1CCN(CC1)c1ccccc1)c1cccc(O)c1","30.0"
"CN1CCCN(CCn2ccc3ccc(C)cc23)CC1","125.0"
"Fc1ccc2c(noc2c1)C1CCN(CCCCNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1","15.0"
"Fc1cc(Cl)ccc1CN1c2ccccc2S(=O)(=O)c2ccccc12","5232.0"
"Clc1ccccc1N1CCN(CCN2CCC3(C2)C(=O)Nc2ccccc32)CC1","245.0"
"CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1","1.26"
"Fc1cccc(CCN2CCCC2)c1",
"O=C(CCCN1CCc2ccccc2C1)c1ccc2NC(=O)Cc2c1","125.89"
